Fiscal Year,Service Level (or State Project),State,Location Identifier,Airport Name,Grant Sequence Number,AIP Federal Funds, Work Description,Hub Type,,,
2017,P,CA,OAK,Metropolitan Oakland International,76,"$37,406,845 ",Rehabilitate Runway - 12/30,M,,,
2017,P,CA,OAK,Metropolitan Oakland International,78,"$3,171,438 ",VALE Infrastructure,M,,,
2017,P,CA,SAN,San Diego International,77,"$16,681,479 ",Rehabilitate Runway - 09/27,L,,,
2017,P,CA,SAN,San Diego International,78,"$8,000,000 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2017,P,CO,DEN,Denver International,90,"$12,320,000 ","Improve Service Road, Rehabilitate Runway - 08/26, Rehabilitate Runway Lighting - 08/26, Rehabilitate Taxiway, Rehabilitate Taxiway Lighting",L,,,
2017,P,CO,DEN,Denver International,91,"$2,250,000 ",Rehabilitate Taxiway,L,,,
2017,P,FL,FLL,Fort Lauderdale/Hollywood International,80,"$20,000,000 ",Extend Runway [Letter of Intent] - 10R/28L,L,,,
2017,P,FL,FLL,Fort Lauderdale/Hollywood International,81,"$4,379,733 ",Construct Apron,L,,,
2017,P,FL,FLL,Fort Lauderdale/Hollywood International,82,"$21,954,209 ",Noise Mitigation Measures for Residences within 65 - 69 DNL,L,,,
2017,P,FL,MIA,Miami International,72,"$36,765,113 ","Construct Taxiway, Rehabilitate Taxiway [Taxiway M5], Rehabilitate Taxiway [Taxiway S and Taxiway T]",L,,,
2017,P,FL,MCO,Orlando International,117,"$15,979,012 ",Rehabilitate Taxiway,L,,,
2017,P,FL,TPA,Tampa International,64,"$9,322,825 ",Rehabilitate Taxiway,L,,,
2017,P,GA,ATL,Hartsfield - Jackson Atlanta International,118,"$16,789,242 ","Reconstruct Runway - 09L/27R, Reconstruct Taxiway",L,,,
2017,P,GA,ATL,Hartsfield - Jackson Atlanta International,119,"$17,205,993 ",Construct Taxiway,L,,,
2017,P,IL,MDW,Chicago Midway International,93,"$3,581,250 ","Reconstruct Runway Lighting - 04R/22L, Reconstruct Runway Lighting - 13C/31C, Reconstruct Taxiway Lighting [Taxiway G], Reconstruct Taxiway Lighting [Taxiway P], Reconstruct Taxiway Lighting [Taxiway Y]",L,,,
2017,P,IL,MDW,Chicago Midway International,94,"$2,250,000 ",Extend Taxiway,L,,,
2017,P,IL,ORD,Chicago O'Hare International,162,"$40,000,000 ",Construct Runway [Letter of Intent] - Plan-2,L,,,
2017,P,IL,ORD,Chicago O'Hare International,163,"$20,000,000 ",Construct Runway [Letter of Intent] - 10C/28C,L,,,
2017,P,IL,ORD,Chicago O'Hare International,164,"$17,473,914 ",Reconstruct Apron,L,,,
2017,P,KY,CVG,Cincinnati/Northern Kentucky International,88,"$1,875,000 ",Update Airport Master Plan Study,M,,,
2017,P,KY,CVG,Cincinnati/Northern Kentucky International,89,"$4,288,453 ",Rehabilitate Apron,M,,,
2017,P,MA,BOS,General Edward Lawrence Logan International,126,"$5,499,137 ",Rehabilitate Runway - 04R/22L,L,,,
2017,P,MA,BOS,General Edward Lawrence Logan International,127,"$33,427 ",Acquire Equipment,L,,,
2017,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,95,"$3,100,297 ",Expand Terminal Building,L,,,
2017,P,MD,BWI,Baltimore/Washington International Thurgood Marshall,96,"$7,809,103 ",Reconstruct Apron,L,,,
2017,P,MI,DTW,Detroit Metropolitan Wayne County,113,"$3,411,782 ","Construct Service Road, Improve Airport Miscellaneous Improvements",L,,,
2017,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain,114,"$126,191 ",Rehabilitate Service Road,L,,,
2017,P,MO,STL,St Louis Lambert International,152,"$7,676,680 ","Install Airfield Guidance Signs, Rehabilitate Runway - 12L/30R, Rehabilitate Taxiway, Rehabilitate Taxiway, Rehabilitate Taxiway Lighting",M,,,
2017,P,MO,STL,St Louis Lambert International,153,"$432,510 ","Reconstruct Runway Lighting [Runway 12] - 12L/30R, Reconstruct Runway Lighting [Runway 30] - 12L/30R, Reconstruct Taxiway Lighting, Rehabilitate Runway - 12L/30R",M,,,
2017,P,MO,STL,St Louis Lambert International,154,"$1,352,025 ","VALE Infrastructure [Gate Electrification], VALE Infrastructure [Ground Power], VALE Infrastructure [PCA]",M,,,
2017,P,MO,STL,St Louis Lambert International,156,"$79,226 ",VALE Vehicle,M,,,
2017,P,NC,CLT,Charlotte/Douglas International,77,"$14,610,809 ","Expand Apron, Improve Runway Safety Area - 18R/36L, Rehabilitate Runway - 18R/36L, Rehabilitate Taxiway [Taxiway A], Rehabilitate Taxiway [Taxiway N], Rehabilitate Taxiway [Taxiway S], Rehabilitate Taxiway [Taxiway V], Rehabilitate Taxiway [Taxiway W]",L,,,
2017,P,NV,LAS,McCarran International,85,"$7,059,088 ","Reconstruct Apron [Holding Pad 2], Reconstruct Apron [South Tear Drop Holding Pad]",L,,,
2017,P,NV,LAS,McCarran International,86,"$478,125 ",Acquire Equipment,L,,,
2017,P,NY,JFK,John F Kennedy International,187,"$20,822,354 ","Install Guidance Signs, Rehabilitate Service Road, Rehabilitate Taxiway",L,,,
2017,P,NY,JFK,John F Kennedy International,188,"$3,973,315 ",VALE Infrastructure,L,,,
2017,P,NY,LGA,Laguardia,145,"$2,329,228 ",Rehabilitate Runway - 04/22,L,,,
2017,P,OR,PDX,Portland International,79,"$2,550,754 ",Improve Airport Drainage,L,,,
2017,P,PA,PHL,Philadelphia International,110,"$208,426 ","Install Noise Monitoring System, Noise Mitigation Measures for Public Buildings, Noise Mitigation Measures for Residences within 65 - 69 DNL",L,,,
2017,P,PA,PHL,Philadelphia International,111,"$16,686,735 ","Extend Runway - 09R/27L, Rehabilitate Taxiway",L,,,
2017,P,TX,DFW,Dallas-Fort Worth International,117,"$49,541,344 ",Reconstruct Runway - 17C/35C,L,,,
2017,P,TX,DFW,Dallas-Fort Worth International,118,"$2,637,344 ",Energy Efficiency Equipment/Infrastructure,L,,,
2017,P,TX,IAH,George Bush Intercontinental/Houston,109,"$23,000,320 ",Rehabilitate Taxiway,L,,,
2017,P,TX,IAH,George Bush Intercontinental/Houston,110,"$2,737,617 ",Rehabilitate Taxiway,L,,,
2017,P,UT,SLC,Salt Lake City International,111,"$2,900,000 ","Rehabilitate Runway - 14/32, Rehabilitate Runway Lighting - 14/32",L,,,
2017,P,UT,SLC,Salt Lake City International,112,"$2,880,428 ",Conduct Airport Master Plan Study,L,,,
2017,P,UT,SLC,Salt Lake City International,113,"$10,000,000 ",Rehabilitate Apron,L,,,
2017,P,VA,DCA,Ronald Reagan Washington National,32,"$2,221,117 ",Rehabilitate Taxiway,L,,,
2017,P,VA,IAD,Washington Dulles International,55,"$5,052,296 ",Reconstruct Taxiway,L,,,
2004,P,UT,SLC,Salt Lake City International,76,"5,680,024",Rehabilitate Taxiway,,,,
2004,P,UT,SLC,Salt Lake City International,77,"4,587,360",Construct Apron,,,,
2004,P,UT,SLC,Salt Lake City International,78,"3,945,443",Rehabilitate Runway - 16L/34R,,,,
2004,P,AZ,PHX,Phoenix Sky Harbor International,59,"31,672,371",Rehabilitate Taxiway,,,,
2004,P,IL,MDW,Chicago Midway International,58,"5,454,219",Construct Terminal Building,,,,
2004,P,IL,MDW,Chicago Midway International,59,"16,000,000","Acquire Easement For Approaches, Acquire Easement for Development, Construct Access Road, Construct Apron, Construct Service Road, Construct Taxiway, Install Apron Lighting, Rehabilitate Taxiway Lighting, Remove Obstructions",,,,
2004,P,CA,OAK,Metropolitan Oakland International,34,"300,000",Improve Runway Safety Area,,,,
2004,P,CA,OAK,Metropolitan Oakland International,36,"11,040,611","Construct Utilities, Rehabilitate Apron, Security Enhancements",,,,
2004,P,MD,BWI,Baltimore-Washington International,71,"7,747,632",Construct Apron,,,,
2004,P,MD,BWI,Baltimore-Washington International,72,"1,729,096",Acquire Snow Removal Equipment,,,,
2004,P,MI,DTW,Detroit Metropolitan Wayne County,65,"18,195,433","Construct Apron, Construct Runway - 4L/22R, Environmental Mitigation",,,,
2004,P,MI,DTW,Detroit Metropolitan Wayne County,68,"1,000,000","Improve Runway Safety Area - 22L, Improve Runway Safety Area - 3L",,,,
2004,P,MI,DTW,Detroit Metropolitan Wayne County,69,"1,148,301",Install Taxiway Lighting,,,,
2004,P,MI,DTW,Detroit Metropolitan Wayne County,70,"1,312,500",Update Airport Master Plan Study,,,,
2004,P,KY,CVG,Cincinnati/Northern Kentucky International,49,"17,973,997","Construct Runway - 17/35, Extend Runway - 9/27",,,,
2004,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain/,,,,,,,
2004,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain/,75,"8,000,000",Construct Runway - 17,,,,
2004,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain/,77,"3,531,282","Construct Taxiway, Rehabilitate Apron",,,,
2004,P,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain/,78,"4,587,609",Construct Service Road,,,,
2004,P,CO,DEN,Denver International,33,"3,465,488",Construct Runway - 16R/34L,,,,
2004,P,CO,DEN,Denver International,34,"2,972,271",Expand Apron,,,,
2004,P,CO,DEN,Denver International,35,"7,700,000",Construct Deicing Containment Facility,,,,
2004,P,TX,IAH,George Bush Intercontinental,50,"18,400,000",Construct Runway - 8L-26R,,,,
2004,P,TX,IAH,George Bush Intercontinental,51,"14,568,184",Rehabilitate Runway - 8R-26L,,,,
2004,P,NC,CLT,Charlotte/Douglas International,51,"15,359,406","Acquire Aircraft Rescue & Fire Fighting Vehicle, Acquire Land for Development,Construct Runway - 18R/36L, Extend Taxiway, Improve Airport Drainage",,,,
2004,P,CA,SAN,San Diego International,38,"8,000,000",Noise Mitigation Measures for Residences within 70 - 74 DNL,,,,
2004,P,CA,SAN,San Diego International,39,"500,000","Rehabilitate Runway Lighting - 09-27, Rehabilitate Taxiway Lighting",,,,
2004,P,CA,SAN,San Diego International,40,"5,000,000",Conduct Airport Master Plan Study,,,,
2004,P,CA,SAN,San Diego International,41,"900,000",Update Airport Master Plan Study,,,,
2004,P,FL,TPA,Tampa International,43,"4,623,644","Construct Runway Safety Area - 9 & 18R, Noise Mitigation Measures for Residences within 65 - 69 DNL, Rehabilitate Apron, Security Enhancements,Update Airport Master Plan Study",,,,
2004,P,FL,MCO,Orlando International,82,"3,854,216",Rehabilitate Terminal Building,,,,
2004,P,FL,MCO,Orlando International,83,"8,100,000",Construct Runway - 17L/35R,,,,
2004,P,FL,MCO,Orlando International,84,"2,000,000",Construct Taxiway,,,,
2004,P,FL,MCO,Orlando International,85,"6,556,860",Rehabilitate Taxiway,,,,
2004,P,FL,MCO,Orlando International,86,"710,978","Improve Runway Safety Area - 18R,18L, Security Enhancements",,,,
2004,P,FL,MCO,Orlando International,87,"10,678,384",Rehabilitate Terminal Building,,,,
2004,P,NV,LAS,McCarran International,56,"24,388,668","Rehabilitate Runway - 1R-19L, Rehabilitate Taxiway",,,,
2004,P,OR,PDX,Portland International,49,"6,378,181","Rehabilitate Apron, Rehabilitate Taxiway",,,,
2004,P,MO,STL,Lambert-St Louis International,82,"22,096,937",Construct Runway - W1W,,,,
2004,P,MO,STL,Lambert-St Louis International,86,"1,355,632",Rehabilitate Runway - 12L/30R,,,,
2004,P,MO,STL,Lambert-St Louis International,87,"5,602,632",Rehabilitate Taxiway,,,,
2004,P,MO,STL,Lambert-St Louis International,90,"9,700,000",Construct Runway - W1W,,,,
2004,P,TX,DFW,Dallas/Fort Worth International,73,"4,892,000",Extend Runway - 17C,,,,
2004,P,TX,DFW,Dallas/Fort Worth International,74,"8,824,714","Improve Airport Drainage, Improve Service Road, Rehabilitate Apron, Rehabilitate Runway - 17L/35R, Rehabilitate Runway Lighting - Various, Rehabilitate Taxiway",,,,
2004,P,WA,SEA,Seattle-Tacoma International,84,"17,511,923",Construct Runway - 16x/34x,,,,
2004,P,WA,SEA,Seattle-Tacoma International,86,"148,000",Install Runway Vertical/Visual Guidance System - 16L,,,,
2004,P,WA,SEA,Seattle-Tacoma International,87,"4,859,850",Construct Runway - 16X/34X,,,,
2004,P,WA,SEA,Seattle-Tacoma International,88,"5,700,000",Construct Runway - 16x/34x,,,,
2004,P,GA,ATL,The William B Hartsfield Atlanta International,63,"6,982,300",Construct Runway - 10/28,,,,
2004,P,GA,ATL,The William B Hartsfield Atlanta International,64,"13,000,000",Extend Runway - 10/28,,,,
2004,P,GA,ATL,The William B Hartsfield Atlanta International,66,"8,331,046",Construct Runway - 10/28,,,,
2004,P,FL,FLL,Fort Lauderdale/Hollywood International,46,"8,539,757","Improve Runway Safety Area - 9L/27R, Rehabilitate Runway - 9L/27R, Rehabilitate Taxiway",,,,
2004,P,DC,IAD,Washington Dulles International,31,"14,400,146",Rehabilitate Runway - 12/30,,,,
2004,P,DC,IAD,Washington Dulles International,32,"570,000",Construct Runway - 1L/19R,,,,
2004,P,MA,BOS,General Edward Lawrence Logan International P,84,"8,052,351","Improve Service Road, Rehabilitate Runway - 4L-22R",,,,
2004,P,PA,PHL,Philadelphia International,67,"6,100,000",Construct Runway - 17-35,,,,
2004,P,PA,PHL,Philadelphia International,68,"1,650,000","Rehabilitate Apron, Rehabilitate Runway - 9R/27L",,,,
2004,P,PA,PHL,Philadelphia International,69,"3,737,118",Improve Terminal Building,,,,
2004,P,PA,PHL,Philadelphia International,71,"2,053,936","Conduct Airport Master Plan Study, Rehabilitate Apron, Remove Obstructions",,,,
2004,P,FL,MIA,Miami International,47,"16,509,280",Construct Terminal Building,,,,
2004,P,FL,MIA,Miami International,48,"13,524,297",Construct Runway - 8/26,,,,
2004,P,CA,SFO,San Francisco International,28,"6,066,423","Rehabilitate Runway - 1L-19R, Rehabilitate Taxiway, Security Enhancements",,,,
2004,P,CA,SFO,San Francisco International,31,"8,250,000",Rehabilitate Runway - 1L-19R,,,,
2004,P,CA,SFO,San Francisco International,32,"5,750,000","Rehabilitate Runway - all, Rehabilitate Runway Lighting - all",,,,
2004,P,NY,JFK,John F Kennedy International,135,"327,924",Improve Runway Safety Area - 22,,,,
2004,P,IL,ORD,Chicago O'Hare International,65,"2,364,000",Rehabilitate Runway - 9R/27L,,,,
2004,P,IL,ORD,Chicago O'Hare International,67,"3,831,000","Install Runway Lighting - 27L/27R, Install Taxiway Lighting",,,,
2004,P,NY,LGA,La Guardia,105,"4,466,000",Rehabilitate Runway - 13-22,,,,
2004,P,NY,LGA,La Guardia,106,"2,193,212",Rehabilitate Taxiway,,,,
2004,P,NY,LGA,La Guardia,107,"5,590,548","Rehabilitate Apron, Rehabilitate Service Road, Rehabilitate Taxiway",,,,
2004,P,NJ,EWR,Newark Liberty International,100,"1,800,000",Rehabilitate Access Road,,,,
2004,P,NJ,EWR,Newark Liberty International,101,"5,400,000",Expand Terminal Building,,,,
2004,P,NJ,EWR,Newark Liberty International,102,"1,514,700",Rehabilitate Access Road,,,,
2003,,GA,ATL,The William B Hartsfield Atlanta International,,"6,708,300.00",Construct Runway - 10/28,,,,
2003,,GA,ATL,The William B Hartsfield Atlanta International,,"14,000,000.00",Extend Runway - 10/28,,,,
2003,,GA,ATL,The William B Hartsfield Atlanta International,,"7,943,383.00",Construct Runway - 5th,,,,
2003,,UT,SLC,Salt Lake City International,,"7,000,000.00",Construct Apron,,,,
2003,,UT,SLC,Salt Lake City International,,"2,720,000.00",Rehabilitate Apron,,,,
2003,,UT,SLC,Salt Lake City International,,"1,075,000.00",Rehabilitate Apron,,,,
2003,,AZ,PHX,Phoenix Sky Harbor International,,"6,440,570.00",Rehabilitate Taxiway,,,,
2003,,IL,MDW,Chicago Midway International,,"5,071,392.00",Construct Terminal Building,,,,
2003,,IL,MDW,Chicago Midway International,,"12,000,000.00",Construct Access Road; Construct Taxiway; Construct Service Road; Acquire Easement For Approaches; Acquire Easement for Development; Rehabilitate Taxiway Lighting; Construct Apron; Install Apron Lighting; Remove Obstructions,,,,
2003,,CA,OAK,Metropolitan Oakland International,,"6,565,919.00",Rehabilitate Apron; Security Enhancements,,,,
2003,,MD,BWI,Baltimore-Washington International,,"4,747,632.00",Construct Apron,,,,
2003,,MI,DTW,Detroit Metropolitan Wayne County,,"17,300,000.00",Construct Runway - 9R/27L; Acquire Land for Development; Environmental Mitigation; Construct Taxiway; Construct Apron; Construct Runway -4L/22R,,,,
2003,,KY,CVG,Cincinnati/Northern Kentucky International,,"23,483,254.00",Construct Runway - 17/35; Extend Runway - 9/27,,,,
2003,,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain/,,"11,000,000.00",Construct Runway - 17,,,,
2003,,MN,MSP,Minneapolis-St Paul International/Wold-Chamberlain/,,"10,600,000.00",Construct Deicing Containment Facility,,,,
2003,,CO,DEN,Denver International,,"8,000,000.00",Construct Runway - 16r/34l,,,,
2003,,TX,IAH,George Bush Intercontinental/Houston,,"18,400,000.00",Construct Runway - 8L-26R,,,,
2003,,TX,IAH,George Bush Intercontinental/Houston,,"5,625,000.00",Update Airport Master Plan Study,,,,
2003,,TX,IAH,George Bush Intercontinental/Houston,,"8,134,534.00",Construct Apron,,,,
2003,,NC,CLT,Charlotte/Douglas International,,"15,179,267.00",Expand Apron; Construct Runway - 18R/36L,,,,
2003,,NC,CLT,Charlotte/Douglas International,,"1,125,000.00",Rehabilitate Taxiway,,,,
2003,,FL,TPA,Tampa International,,"2,978,492.00",Install Runway Lighting - 36L; Rehabilitate Apron; Construct Taxiway; Security Enhancements,,,,
2003,,FL,TPA,Tampa International,,"2,500,000.00",Install Runway Lighting - 36L; Rehabilitate Apron; Construct Taxiway; Security Enhancements,,,,
2003,,FL,MCO,Orlando International,,"9,600,000.00",Construct Runway - 17L-35R,,,,
2003,,FL,MCO,Orlando International,,"2,000,000.00",Construct Taxiway,,,,
2003,,FL,MCO,Orlando International,,"99,853.00",Install Guidance Signs,,,,
2003,,NV,LAS,McCarran International,,"10,474,885.00",Construct Apron; Rehabilitate Taxiway; Modify Terminal Building,,,,
2003,,OR,PDX,Portland International,,"3,563,284.00",Rehabilitate Taxiway; Security Enhancements,,,,
2003,,OR,PDX,Portland International,,"2,182,083.00",Rehabilitate Taxiway; Security Enhancements,,,,
2003,,OR,PDX,Portland International,,"6,374,918.00",Rehabilitate Taxiway,,,,
2003,,OR,PDX,Portland International,,"2,500,000.00",Rehabilitate Taxiway,,,,
2003,,MO,STL,Lambert-St Louis International,,"14,601,000.00",Construct Runway - W1W,,,,
2003,,MO,STL,Lambert-St Louis International,,"4,279,799.00",Rehabilitate Runway Lighting - Airfield,,,,
2003,,MO,STL,Lambert-St Louis International,,"10,000,000.00",Construct Runway - W1W,,,,
2003,,CA,LAX,Los Angeles International,,"17,053,505.00",Security Enhancements; Install Apron Lighting; Rehabilitate Taxiway; Acquire Aircraft Rescue & Fire Fighting Vehicle,,,,
2003,,TX,DFW,Dallas/Fort Worth International,,"4,892,000.00",Extend Runway - 18LR 17C,,,,
2003,,TX,DFW,Dallas/Fort Worth International,,"8,639,049.00",Modify Access Road; Acquire Aircraft Rescue & Fire Fighting Safety Equipment; Conduct Miscellaneous Study; Acquire Friction Measuring Equipment; Construct Deicing Containment Facility; Rehabilitate Apron; Rehabilitate Taxiway; Rehabilitate Runway Lighting - 17C; Rehabilitate Runway - 17R; Security Enhancements,,,,
2003,,WA,SEA,Seattle-Tacoma International,,"17,050,000.00",Construct Runway - 16x/34x,,,,
2003,,WA,SEA,Seattle-Tacoma International,,"1,500,000.00",Install Runway Lighting - 16L/34R,,,,
2003,,WA,SEA,Seattle-Tacoma International,,"72,000.00",Update Airport Master Plan Study,,,,
2003,,FL,FLL,Fort Lauderdale/Hollywood International,,"4,857,750.00",Rehabilitate Runway - 9L/27R,,,,
2003,,FL,FLL,Fort Lauderdale/Hollywood International,,"3,078,713.00",Construct Taxiway,,,,
2003,,DC,IAD,Washington Dulles International,,"4,476,000.00",Rehabilitate Taxiway,,,,
2003,,DC,IAD,Washington Dulles International,,"4,476,435.00",Install Taxiway Lighting,,,,
2003,,MA,BOS,General Edward Lawrence Logan International,,"9,222,554.00",Construct Apron,,,,
2003,,PA,PHL,Philadelphia International,,"3,831,013.00",Modify Terminal Building,,,,
2003,,PA,PHL,Philadelphia International,,"2,009,917.00",Rehabilitate Apron,,,,
2003,,PA,PHL,Philadelphia International,,"1,880,000.00",Rehabilitate Apron,,,,
2003,,PA,PHL,Philadelphia International,,"3,000,000.00",Construct Runway - 17-35,,,,
2003,,PA,PHL,Philadelphia International,,"5,800,000.00",Rehabilitate Apron; Improve Runway Safety Area -9R,,,,
2003,,PA,PHL,Philadelphia International,,"6,000,000.00",Install Guidance Signs,,,,
2003,,FL,MIA,Miami International,,"11,000,000.00",Construct Runway - 8//26,,,,
2003,,FL,MIA,Miami International,,"5,249,273.00",Improve Terminal Building; Security Enhancements; Rehabilitate Apron,,,,
2003,,CA,SFO,San Francisco International,,"13,397,719.00",Rehabilitate Apron; Rehabilitate Runway Lighting -1R-19L; Improve Airport Drainage; Rehabilitate Runway - 1L-19R; Conduct Miscellaneous Study; Security Enhancements; Rehabilitate Taxiway,,,,
2003,,NY,JFK,John F Kennedy International,,"5,737,076.00",Rehabilitate Runway - 4-22,,,,
2003,,NY,JFK,John F Kennedy International,,"6,750,000.00",Construct Deicing Containment Facility,,,,
2003,,NY,JFK,John F Kennedy International,,"2,340,000.00","Install Runway Lighting - 13L-31R,",,,,
2003,,NY,JFK,John F Kennedy International,,"1,167,186.00",Rehabilitate Taxiway,,,,
2003,,IL,ORD,Chicago O'Hare International,,"10,296,294.00",Conduct Airport Master Plan Study,,,,
2003,,IL,ORD,Chicago O'Hare International,,"500,000.00",Construct Runway Safety Area - 14R/32L,,,,
2003,,IL,ORD,Chicago O'Hare International,,"3,000,000.00",Install Runway Lighting - 22R; Rehabilitate Taxiway,,,,
2003,,IL,ORD,Chicago O'Hare International,,"2,308,000.00",Rehabilitate Runway - 4/22,,,,
2003,,NY,LGA,La Guardia,,"2,200,000.00","Improve Runway Safety Area - 22, 13",,,,
2003,,NY,LGA,La Guardia,,"4,893,300.00",Rehabilitate Taxiway,,,,
2003,,NJ,EWR,Newark Liberty International,,"11,522,859.00",Rehabilitate Taxiway,,,,
2003,,NJ,EWR,Newark Liberty International,,"3,052,356.00",Construct Taxiway,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
